stable_id	description
WBGene00236843	Is predicted to encode a protein with the following domains: Transmembrane amino acid transporter protein and Amino acid transporter, transmembrane domain. Is an ortholog of C. elegans Y51F10.4 and chrI_pilon.g266.
WBGene00236844	Predicted to enable thiol-dependent deubiquitinase and zinc ion binding activity. Predicted to be involved in protein deubiquitination. Is an ortholog of B. malayi Bm6034.
WBGene00236845	Is predicted to encode a protein with the following domains: HIT domain; Histidine triad (HIT) protein; and HIT-like superfamily. Is an ortholog of C. elegans hint-1.
WBGene00236846	Predicted to enable cysteine-type peptidase activity. Predicted to be involved in proteolysis. Is an ortholog of C. elegans chrI_pilon.g375 and cpz-1. In C. elegans, cpz-1 is involved in several processes, including ecdysis, collagen and cuticulin-based cuticle; gonad morphogenesis; and post-embryonic development.
WBGene00236847	none available
WBGene00236848	none available
WBGene00236849	Predicted to be involved in negative regulation of transcription by RNA polymerase II. Is an ortholog of C. elegans chrI_pilon.g1407 and dcp-66. In C. elegans, dcp-66 is involved in chromatin organization; mitochondrial unfolded protein response; and positive regulation of transcription by RNA polymerase II.
WBGene00236850	Predicted to be integral component of membrane. Is an ortholog of B. malayi Bm2911.
WBGene00236851	none available
WBGene00236852	none available
WBGene00236853	Predicted to enable ATP binding activity and cytoskeletal motor activity. Predicted to be involved in intracellular signal transduction. Predicted to be part of myosin complex. Is an ortholog of C. elegans chrI_pilon.g94 and hum-7. In C. elegans, hum-7 is involved in actin-myosin filament sliding.
WBGene00236854	none available
WBGene00236855	Is an ortholog of B. malayi Bm8869.
WBGene00236856	none available
WBGene00236857	Is predicted to encode a protein with the following domain: Cadherin-like. Is an ortholog of C. elegans C48E7.6 and chrI_pilon.g1108.
WBGene00236858	none available
WBGene00236859	Is predicted to encode a protein with the following domains: Hsp20/alpha crystallin family; Alpha crystallin/Small heat shock protein, animal type; Alpha crystallin/Hsp20 domain; and HSP20-like chaperone. Is an ortholog of C. elegans hsp-16.2; hsp-16.1; and hsp-16.41.
WBGene00236860	Is predicted to encode a protein with the following domains: Hsp20/alpha crystallin family; Alpha crystallin/Small heat shock protein, animal type; Alpha crystallin/Hsp20 domain; and HSP20-like chaperone.
WBGene00236861	none available
WBGene00236862	Predicted to enable glutathione peroxidase activity. Predicted to be involved in response to oxidative stress. Is an ortholog of C. elegans chrI_pilon.g1906 and gpx-1. In C. elegans, gpx-1 is involved in cellular response to reactive oxygen species and regulation of peptide transport.
WBGene00236863	none available
WBGene00236864	none available
WBGene00236865	Is predicted to encode a protein with the following domains: HMG (high mobility group) box; High mobility group box domain; and High mobility group box domain superfamily. Is an ortholog of C. elegans athp-1; hmg-20; and chrI_pilon.g2530.
WBGene00236866	Predicted to enable guanyl-nucleotide exchange factor activity. Predicted to be involved in regulation of ARF protein signal transduction. Is an ortholog of C. elegans agef-1 and chrI_pilon.g2761.
WBGene00236867	none available
WBGene00236868	none available
WBGene00236869	Is predicted to encode a protein with the following domain: LDL receptor-like superfamily. Is an ortholog of B. malayi Bm5790.
WBGene00236870	none available
WBGene00236871	Predicted to enable nucleic acid binding activity; ubiquitin protein ligase activity; and zinc ion binding activity. Predicted to be involved in mRNA processing and protein ubiquitination. Is an ortholog of C. elegans chrI_pilon.g1725 and rbpl-1.
WBGene00236872	Is an ortholog of B. malayi Bm12780.
WBGene00236873	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans abtm-1 and chrI_pilon.g343. In C. elegans, abtm-1 is involved in cellular iron ion homeostasis.
WBGene00236874	Is predicted to encode a protein with the following domains: Uncharacterised protein family (UPF0220) and Uncharacterised protein family UPF0220. Is an ortholog of C. elegans Y74C10AL.2 and chrI_pilon.g342.
WBGene00236875	none available
WBGene00236876	Is an ortholog of C. elegans C09G9.1 and chrIV_pilon.g11182.
WBGene00236877	Is an ortholog of C. elegans chrI_pilon.g949 and pqn-52.
WBGene00236878	Predicted to be involved in regulation of transcription, DNA-templated and transforming growth factor beta receptor signaling pathway. Is an ortholog of C. elegans chrI_pilon.g2056 and tag-68.
WBGene00236879	none available
WBGene00236880	Predicted to enable RNA binding activity; heme binding activity; and identical protein binding activity. Predicted to be involved in primary miRNA processing. Predicted to be part of microprocessor complex. Is an ortholog of C. elegans chrI_pilon.g2088 and pash-1. In C. elegans, pash-1 is involved in primary miRNA processing and regulation of developmental process.
WBGene00236881	Predicted to enable heme binding activity and oxygen binding activity. Is an ortholog of C. elegans glb-30; glb-7; and chrIV_pilon.g9769.
WBGene00236882	Predicted to enable GTP binding activity. Is an ortholog of C. elegans C53H9.2 and chrI_pilon.g252.
WBGene00236883	none available
WBGene00236884	Predicted to enable several functions, including G-protein beta/gamma-subunit complex binding activity; GTPase activity; and guanyl nucleotide binding activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Is an ortholog of C. elegans chrI_pilon.g254 and egl-30. In C. elegans, egl-30 is involved in several processes, including cellular response to dopamine; regulation of localization; and regulation of locomotion.
WBGene00236885	none available
WBGene00236886	none available
WBGene00236887	Is predicted to encode a protein with the following domains: LEM domain; LEM domain; and LEM/LEM-like domain superfamily. Is an ortholog of B. malayi Bm5037.
WBGene00236888	Is predicted to encode a protein with the following domains: Zinc finger C2H2-type and Zinc finger C2H2 superfamily. Is an ortholog of B. malayi Bm12782.
WBGene00236889	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrI_pilon.g1006 and twk-47.
WBGene00236890	none available
WBGene00236891	Predicted to enable protein disulfide isomerase activity. Is an ortholog of C. elegans chrI_pilon.g1291 and pdi-3. In C. elegans, pdi-3 is involved in several processes, including cellular protein modification process; male anatomical structure morphogenesis; and oviposition.
WBGene00236892	Predicted to enable ATP binding activity. Is an ortholog of C. elegans chd-1 and chrI_pilon.g1290.
WBGene00236893	Is predicted to encode a protein with the following domains: UBA/TS-N domain; Ubiquitin family; Ubiquitin-like domain; Heat shock chaperonin-binding; UBA-like superfamily; Ubiquitin-associated domain; and Ubiquitin-like domain superfamily. Is an ortholog of C. elegans chrI_pilon.g1292 and ubql-1. In C. elegans, ubql-1 is involved in negative regulation of double-strand break repair via homologous recombination; protein export from nucleus; and response to endoplasmic reticulum stress.
WBGene00236894	none available
WBGene00236895	none available
WBGene00236896	Is predicted to encode a protein with the following domains: Zinc-finger of C2H2 type; Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans chrI_pilon.g1293 and sem-4. In C. elegans, sem-4 is involved in cell differentiation and negative regulation of transcription by RNA polymerase II.
WBGene00236897	none available
WBGene00236898	Predicted to enable hydrolase activity, hydrolyzing O-glycosyl compounds. Predicted to be involved in carbohydrate metabolic process. Is an ortholog of C. elegans Y105E8B.9 and chrI_pilon.g2939.
WBGene00236899	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans chrI_pilon.g986 and rad-8. In C. elegans, rad-8 is involved in several processes, including defense response to other organism; positive regulation of growth rate; and response to superoxide.
WBGene00236900	Predicted to enable ferric iron binding activity and ferroxidase activity. Predicted to be involved in iron-sulfur cluster assembly. Predicted to be located in mitochondrion. Is an ortholog of C. elegans chrII_pilon.g4646 and frh-1. In C. elegans, frh-1 is involved in determination of adult lifespan; response to hydrogen peroxide; and response to superoxide.
WBGene00236901	Is an ortholog of B. malayi Bm9448.
WBGene00236902	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrI_pilon.g1363 and mrpl-13.
WBGene00236903	Is predicted to encode a protein with the following domains: Mitochondrial carrier protein; Mitochondrial substrate/solute carrier; and Mitochondrial carrier domain superfamily. Is an ortholog of C. elegans F13G3.7 and chrI_pilon.g1362.
WBGene00236904	Predicted to enable ATP binding activity; ATP hydrolysis activity; and proteasome-activating activity. Predicted to be involved in protein catabolic process. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrI_pilon.g985 and rpt-5.
WBGene00236905	Is an ortholog of C. elegans C56A3.5 and chrV_pilon.g16267.
WBGene00236906	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrI_pilon.g931 and mrpl-24.
WBGene00236907	none available
WBGene00236908	Is predicted to encode a protein with the following domains: Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2; and Ubiquitin-conjugating enzyme/RWD-like. Is an ortholog of C. elegans chrII_pilon.g3531.
WBGene00236909	Predicted to enable metal ion transmembrane transporter activity. Predicted to be involved in metal ion transport and transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrI_pilon.g932 and zipt-11.
WBGene00236910	Predicted to be involved in vacuolar transport. Is an ortholog of C. elegans did-2.
WBGene00236911	none available
WBGene00236912	Is an ortholog of B. malayi Bm1384.
WBGene00236913	none available
WBGene00236914	Predicted to enable protein dimerization activity. Predicted to be involved in regulation of transcription, DNA-templated and xenobiotic metabolic process. Is an ortholog of C. elegans ahr-1; chrI_pilon.g1831; and chrI_pilon.g1833. In C. elegans, ahr-1 is involved in negative regulation of locomotion and response to xenobiotic stimulus.
WBGene00236915	Is predicted to encode a protein with the following domains: PDZ domain; PDZ domain; PDZ superfamily; and PDZ domain 6. Is an ortholog of C. elegans chrI_pilon.g1463 and gras-1.
WBGene00236916	Is an ortholog of B. malayi Bm9451.
WBGene00236917	Predicted to be part of dynactin complex. Is an ortholog of C. elegans chrI_pilon.g471 and dnc-6.
WBGene00236918	Predicted to enable rRNA binding activity. Predicted to be involved in maturation of LSU-rRNA and ribosomal large subunit assembly. Is an ortholog of C. elegans Y54E10A.10 and chrI_pilon.g472.
WBGene00236919	Predicted to enable DNA binding activity. Is an ortholog of B. malayi Bm2996.
WBGene00236920	Is an ortholog of B. malayi Bm10382.
WBGene00236921	none available
WBGene00236922	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrI_pilon.g1350 and twk-1.
WBGene00236923	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of B. malayi Bm3292.
WBGene00236924	none available
WBGene00236925	Predicted to enable protein tyrosine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans C18H7.4 and chrIV_pilon.g9531.
WBGene00236926	Predicted to enable histone acetyltransferase activity. Predicted to be involved in histone acetylation and regulation of transcription, DNA-templated. Is an ortholog of B. malayi Bm10383.
WBGene00236927	none available
WBGene00236928	none available
WBGene00236929	Predicted to enable protein dimerization activity. Is an ortholog of C. elegans chrI_pilon.g1331 and hlh-2. In C. elegans, hlh-2 is involved in several processes, including nematode male tail tip morphogenesis; positive regulation of macromolecule metabolic process; and system development.
WBGene00236930	none available
WBGene00236931	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of B. malayi Bm14237.
WBGene00236932	Predicted to be involved in signal transduction. Is an ortholog of C. elegans afd-1 and chrI_pilon.g298.
WBGene00236933	none available
WBGene00236934	none available
WBGene00236935	none available
WBGene00236936	Predicted to enable semaphorin receptor binding activity. Is an ortholog of B. malayi Bm3009.
WBGene00236937	none available
WBGene00236938	none available
WBGene00236939	none available
WBGene00236940	Is predicted to encode a protein with the following domains: Zinc-finger domain and Zinc finger, CHCC-type. Is an ortholog of C. elegans chrI_pilon.g1305 and nduf-6. In C. elegans, nduf-6 is involved in mitochondrial electron transport, NADH to ubiquinone and response to xenobiotic stimulus.
WBGene00236941	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrI_pilon.g1306 and prpf-4.
WBGene00236942	Predicted to enable nucleic acid binding activity. Is an ortholog of C. elegans chrI_pilon.g1101 and rbm-5.
WBGene00236943	none available
WBGene00236944	Predicted to enable DNA binding activity. Is an ortholog of C. elegans ceh-45; chrIV_pilon.g9986; and chrI_pilon.g163.
WBGene00236945	Is an ortholog of B. malayi Bm8915.
WBGene00236946	Predicted to enable DNA binding activity. Is an ortholog of C. elegans chrI_pilon.g2791 and tag-229.
WBGene00236947	none available
WBGene00236948	Predicted to enable 1-phosphatidylinositol binding activity and clathrin binding activity. Predicted to be involved in clathrin coat assembly and endocytosis. Predicted to be located in clathrin-coated vesicle. Is an ortholog of C. elegans chrI_pilon.g578 and unc-11. In C. elegans, unc-11 is involved in several processes, including endocytosis; positive regulation of necrotic cell death; and protein localization to postsynaptic membrane.
WBGene00236949	Predicted to enable hydrolase activity. Is an ortholog of C. elegans R04B3.2 and chrX_pilon.g18622.
WBGene00236950	Is predicted to encode a protein with the following domains: Domain of unknown function (DUF4773) and Domain of unknown function DUF4773. Is an ortholog of C. elegans C09D4.2 and chrI_pilon.g929.
WBGene00236951	Predicted to enable protein tyrosine phosphatase activity. Is an ortholog of C. elegans chrI_pilon.g2877 and eya-1. In C. elegans, eya-1 is involved in several processes, including oviposition; positive regulation of cellular response to heat; and regulation of apoptotic process.
WBGene00236952	Is predicted to encode a protein with the following domains: Lectin C-type domain; C-type lectin-like; C-type lectin-like/link domain superfamily; and C-type lectin fold. Is an ortholog of B. malayi Bm6657.
WBGene00236953	Is an ortholog of C. elegans C49A1.10 and chrI_pilon.g2880.
WBGene00236954	Is predicted to encode a protein with the following domain: Insulin-like superfamily. Is an ortholog of B. malayi Bm1168.
WBGene00236955	Predicted to be involved in mitotic sister chromatid cohesion. Is an ortholog of C. elegans chrI_pilon.g1524 and mau-2. In C. elegans, mau-2 is involved in anterior/posterior axon guidance; dorsal/ventral axon guidance; and oviposition.
WBGene00236956	none available
WBGene00236957	none available
WBGene00236958	none available
WBGene00236959	none available
WBGene00236960	Is predicted to encode a protein with the following domains: PDZ domain; Phosphotyrosine interaction domain (PTB/PID); PDZ domain; PTB/PI domain; PH-like domain superfamily; and PDZ superfamily. Is an ortholog of C. elegans chrI_pilon.g1523 and lin-10. In C. elegans, lin-10 is involved in several processes, including cellular protein localization; neuron-neuron synaptic transmission; and positive regulation of backward locomotion.
WBGene00236961	Predicted to enable protein-L-isoaspartate (D-aspartate) O-methyltransferase activity. Predicted to be involved in cellular protein modification process. Is an ortholog of C. elegans R119.5 and chrI_pilon.g66.
WBGene00236962	Predicted to enable guanyl-nucleotide exchange factor activity.
WBGene00236963	Is predicted to encode a protein with the following domain: SH3-like domain superfamily.
WBGene00236964	none available
WBGene00236965	none available
WBGene00236966	Predicted to enable guanyl-nucleotide exchange factor activity. Is an ortholog of C. elegans chrI_pilon.g628 and unc-73. In C. elegans, unc-73 is involved in several processes, including cellular component organization; generation of neurons; and modulation of chemical synaptic transmission.
WBGene00236967	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation.
WBGene00236968	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; LisH-like dimerisation domain; WD40 repeat; LIS1 homology motif; CTLH, C-terminal LisH motif; WD40/YVTN repeat-like-containing domain superfamily; G-protein beta WD-40 repeat; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrI_pilon.g2635 and smu-1. In C. elegans, smu-1 is involved in several processes, including mechanosensory behavior; nematode larval development; and regulation of alternative mRNA splicing, via spliceosome.
WBGene00236969	Is predicted to encode a protein with the following domains: GRASP55/65 PDZ-like domain; GRASP55/65; GRASP-type PDZ domain; and PDZ superfamily. Is an ortholog of C. elegans Y42H9AR.1 and chrIV_pilon.g10990.
WBGene00236970	Predicted to be a structural constituent of ribosome. Predicted to be involved in mRNA splicing, via spliceosome and mitochondrial translation. Predicted to be part of catalytic step 2 spliceosome and mitochondrial large ribosomal subunit. Is an ortholog of C. elegans prp-17; Y54G2A.12; and chrI_pilon.g2176.
WBGene00236971	none available
WBGene00236972	none available
WBGene00236973	Is an ortholog of B. malayi Bm12785.
WBGene00236974	none available
WBGene00236975	Is predicted to encode a protein with the following domains: Leucine rich repeat; Leucine Rich Repeat; Cysteine-rich flanking region, C-terminal; Leucine-rich repeat; Leucine-rich repeat, typical subtype; and Leucine-rich repeat domain superfamily. Is an ortholog of C. elegans chrI_pilon.g1552 and dma-1. In C. elegans, dma-1 is involved in generation of neurons and regulation of dendrite extension.
WBGene00236976	none available
WBGene00236977	Predicted to enable RNA polymerase III general transcription initiation factor activity and TBP-class protein binding activity. Predicted to be involved in transcription by RNA polymerase III and transcription preinitiation complex assembly. Predicted to be part of transcription factor TFIIIB complex. Is an ortholog of C. elegans brf-1 and chrII_pilon.g4989.
WBGene00236978	Is predicted to encode a protein with the following domain: Nucleic acid-binding, OB-fold. Is an ortholog of C. elegans C06G3.8 and chrIV_pilon.g10736.
WBGene00236979	Is predicted to encode a protein with the following domains: Protein of unknown function, DUF273 and Protein of unknown function DUF273. Is an ortholog of C. elegans F56H6.2; F25H2.7; and T08G2.2.
WBGene00236980	Predicted to enable beta-tubulin binding activity. Predicted to be involved in cilium assembly and intraciliary transport. Predicted to be part of intraciliary transport particle B. Is an ortholog of C. elegans chrII_pilon.g4829 and ift-74. In C. elegans, ift-74 is involved in chemotaxis; detection of stimulus involved in sensory perception; and intraciliary transport.
WBGene00236981	none available
WBGene00236982	none available
WBGene00236983	Is predicted to encode a protein with the following domains: OST-HTH/LOTUS domain; OST-HTH/LOTUS domain; and LOTUS-like domain. Is an ortholog of B. malayi Bm9445.
WBGene00236984	none available
WBGene00236985	Predicted to be involved in neuropeptide signaling pathway. Is an ortholog of C. elegans chrI_pilon.g1640 and flp-22. In C. elegans, flp-22 is involved in neuropeptide signaling pathway.
WBGene00236986	Is predicted to encode a protein with the following domains: alpha/beta hydrolase fold; Alpha/beta hydrolase fold-1; and Alpha/Beta hydrolase fold. Is an ortholog of C. elegans lid-1; F35H12.5; and C31H5.1.
WBGene00236987	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrI_pilon.g1920 and nhr-49. In C. elegans, nhr-49 is involved in determination of adult lifespan; positive regulation of transcription from RNA polymerase II promoter in response to stress; and regulation of fatty acid metabolic process.
WBGene00236988	Predicted to enable translation initiation factor activity. Predicted to be located in cytoplasm. Predicted to be part of eukaryotic translation initiation factor 3 complex. Is an ortholog of C. elegans chrI_pilon.g2731 and eif-3.J.
WBGene00236989	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans spr-5; lsd-1; and chrX_pilon.g20166. In C. elegans, spr-5 is involved in histone H3-K4 demethylation and regulation of gene expression, epigenetic.
WBGene00236990	Predicted to enable NAD+ nucleosidase activity. Predicted to be involved in signal transduction. Is an ortholog of C. elegans chrIII_pilon.g9379 and lron-13.
WBGene00236991	none available
WBGene00236992	none available
WBGene00236993	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans spr-5; lsd-1; and chrX_pilon.g20166. In C. elegans, spr-5 is involved in histone H3-K4 demethylation and regulation of gene expression, epigenetic.
WBGene00236994	Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain; Major sperm protein (MSP) domain; and PapD-like superfamily. Is an ortholog of C. elegans chrI_pilon.g303 and dct-9.
WBGene00236995	Is predicted to encode a protein with the following domains: BTB And C-terminal Kelch and BTB/Kelch-associated. Is an ortholog of B. malayi Bm1105.
WBGene00236996	none available
WBGene00236997	Predicted to enable translation initiation factor activity. Predicted to be located in cytoplasm. Predicted to be part of eukaryotic translation initiation factor 3 complex. Is an ortholog of C. elegans chrI_pilon.g2099 and eif-3.E.
WBGene00236998	none available
WBGene00236999	Predicted to be part of Golgi transport complex. Is an ortholog of C. elegans chrIV_pilon.g9465 and cogc-8. In C. elegans, cogc-8 is involved in gonad morphogenesis and regulation of cell migration.
WBGene00237000	Is predicted to encode a protein with the following domains: PIN domain; WW domain; WW domain; PIN domain; PIN-like domain superfamily; and WW domain superfamily. Is an ortholog of B. malayi Bm9386.
WBGene00237001	Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain; Major sperm protein (MSP) domain; PapD-like superfamily; and Immunoglobulin-like fold. Is an ortholog of C. elegans chrI_pilon.g303 and dct-9.
WBGene00237002	Predicted to enable ATP binding activity and cysteine-tRNA ligase activity. Predicted to be involved in cysteinyl-tRNA aminoacylation. Is an ortholog of C. elegans cars-1; chrI_pilon.g367; and chrI_pilon.g368.
WBGene00237003	Predicted to enable voltage-gated calcium channel activity. Predicted to be involved in calcium ion transmembrane transport. Predicted to be part of voltage-gated calcium channel complex. Is an ortholog of C. elegans ccb-1 and chrI_pilon.g546. In C. elegans, ccb-1 is involved in positive regulation of locomotion; regulation of calcium ion transport; and striated muscle contraction involved in embryonic body morphogenesis.
WBGene00237004	Is an ortholog of C. elegans W04A8.6 and chrI_pilon.g2803.
WBGene00237005	Is predicted to encode a protein with the following domain: EME1/EME2, C-terminal domain. Is an ortholog of C. elegans chrI_pilon.g95; chrI_pilon.g98; and eme-1.
WBGene00237006	Predicted to enable ATP binding activity; ATPase-coupled intramembrane lipid transporter activity; and magnesium ion binding activity. Predicted to be involved in phospholipid transport. Predicted to be integral component of membrane. Is an ortholog of B. malayi Bm9322.
WBGene00237007	Is predicted to encode a protein with the following domains: WD40 region of Ge1, enhancer of mRNA-decapping protein; WD40/YVTN repeat-like-containing domain superfamily; Enhancer of mRNA-decapping protein 4, WD40 repeat region; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrI_pilon.g495 and edc-4.
WBGene00237008	Predicted to be involved in mitotic sister chromatid cohesion. Predicted to be part of Ctf18 RFC-like complex. Is an ortholog of B. malayi Bm9992; Bm9323; and Bm5916.
WBGene00237009	none available
WBGene00237010	Is an ortholog of B. malayi Bm6490.
WBGene00237011	Predicted to enable histone methyltransferase activity (H3-K79 specific). Predicted to be involved in histone H3-K79 methylation and regulation of cell cycle. Is an ortholog of C. elegans dot-1.1; D1053.2; and dot-1.2.
WBGene00237012	Predicted to enable ABC-type transporter activity; ATP binding activity; and peptide transmembrane transporter activity. Predicted to be involved in peptide transport and transmembrane transport. Predicted to be located in membrane. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrII_pilon.g5000 and haf-2. In C. elegans, haf-2 is involved in RNA interference.
WBGene00237013	Is predicted to encode a protein with the following domains: Bromodomain; Domain of unknown function (DUF3512); Bromodomain; Protein of unknown function DUF3512; and Bromodomain-like superfamily. Is an ortholog of C. elegans chrI_pilon.g1338 and swsn-9.
WBGene00237014	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrIII_pilon.g8901 and epg-6. In C. elegans, epg-6 is involved in autophagosome assembly.
WBGene00237015	Predicted to enable nucleic acid binding activity. Predicted to be involved in tRNA 5'-leader removal. Predicted to be part of nucleolar ribonuclease P complex and ribonuclease MRP complex. Is an ortholog of C. elegans Y62E10A.24 and chrIV_pilon.g12286.
WBGene00237016	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans Y62E10A.6 and chrIV_pilon.g12287.
WBGene00237017	Predicted to be involved in cellular response to amino acid starvation and negative regulation of TOR signaling. Is an ortholog of C. elegans chrIV_pilon.g11034 and nprl-3.
WBGene00237018	Is predicted to encode a protein with the following domains: Phosducin; Phosducin, thioredoxin-like domain; and Thioredoxin-like superfamily. Is an ortholog of C. elegans chrIV_pilon.g12288 and mau-8.
WBGene00237019	Is predicted to encode a protein with the following domains: Prefoldin subunit and Prefoldin alpha-like. Is an ortholog of B. malayi Bm9328.
WBGene00237020	Predicted to be located in membrane. Is an ortholog of C. elegans chrIV_pilon.g12289 and emc-3.
WBGene00237021	Is an ortholog of B. malayi Bm6956.
