stable_id	description
WBGene00089596	Is predicted to encode a protein with the following domains: DNA replication factor CDT1 like; DNA replication factor Cdt1 C-terminal domain; CDT1 Geminin-binding domain-like; DNA replication factor Cdt1, C-terminal; and Winged helix DNA-binding domain superfamily. Is an ortholog of C. elegans nep-22.
WBGene00089597	none available
WBGene00089598	Predicted to enable extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans lgc-40.
WBGene00089599	Predicted to be involved in ubiquitin-dependent protein catabolic process. Predicted to be part of proteasome core complex, alpha-subunit complex. Is an ortholog of C. elegans pas-6.
WBGene00089600	none available
WBGene00089601	Is an ortholog of C. elegans nlp-2. In C. elegans, nlp-2 is involved in embryo development and positive regulation of error-prone translesion synthesis.
WBGene00089602	Predicted to enable ubiquitin protein ligase activity.
WBGene00089603	Is predicted to encode a protein with the following domains: Histone deacetylase domain; Histone deacetylase family; Ureohydrolase domain superfamily; Histone deacetylase domain; and Histone deacetylase domain superfamily. Is an ortholog of C. elegans hda-4. In C. elegans, hda-4 is involved in negative regulation of transcription by RNA polymerase II; receptor guanylyl cyclase signaling pathway; and regulation of neuron differentiation.
WBGene00089604	Is predicted to encode a protein with the following domains: GDP-mannose 4,6 dehydratase; NAD(P)-binding domain; and NAD(P)-binding domain superfamily. Is an ortholog of C. elegans bre-1; gmd-2; and chrI_pilon.g2450. In C. elegans, bre-1 is involved in GDP-L-fucose biosynthetic process; GDP-mannose metabolic process; and response to toxic substance.
WBGene00089605	none available
WBGene00089606	none available
WBGene00089607	none available
WBGene00089608	Predicted to be integral component of membrane. Is an ortholog of C. elegans Y53F4B.39.
WBGene00089609	none available
WBGene00089610	none available
WBGene00089611	Is predicted to encode a protein with the following domains: CRAL/TRIO domain; CRAL-TRIO lipid binding domain; and CRAL-TRIO lipid binding domain superfamily.
WBGene00089612	none available
WBGene00089613	none available
WBGene00089614	none available
WBGene00089615	Is predicted to encode a protein with the following domains: Glycogen recognition site of AMP-activated protein kinase; 5'-AMP-activated protein kinase beta subunit, interaction domain; Association with the SNF1 complex (ASC) domain; Immunoglobulin-like fold; Immunoglobulin E-set; AMP-activated protein kinase, glycogen-binding domain; and ASC domain superfamily. Is an ortholog of C. elegans aakb-1.
WBGene00089616	none available
WBGene00089617	Is predicted to encode a protein with the following domains: GRIP domain and GRIP domain. Is an ortholog of C. elegans gcc-2.
WBGene00089618	Predicted to be involved in potassium ion transport and sodium ion transport. Predicted to be part of sodium:potassium-exchanging ATPase complex. Is an ortholog of C. elegans nkb-1; nkb-3; and chrX_pilon.g20473.
WBGene00089619	Predicted to enable ATP binding activity and adenylate kinase activity. Predicted to be involved in ATP metabolic process and nucleobase-containing compound metabolic process. Predicted to be located in cytoplasm. Is an ortholog of C. elegans nkb-1 and nkb-3.
WBGene00089620	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans che-2 and chrX_pilon.g18279. In C. elegans, che-2 is involved in several processes, including dauer larval development; negative regulation of transforming growth factor beta receptor signaling pathway; and positive regulation of locomotion involved in locomotory behavior.
WBGene00089621	none available
WBGene00089622	none available
WBGene00089623	none available
WBGene00089624	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of C. elegans slc-17.4.
WBGene00089625	none available
WBGene00089626	Predicted to enable calcium ion binding activity. Predicted to be involved in homophilic cell adhesion via plasma membrane adhesion molecules. Predicted to be located in membrane. Is an ortholog of C. elegans cdh-9.
WBGene00089627	Is an ortholog of C. elegans abu-12.
WBGene00089628	none available
WBGene00089629	Predicted to enable phospholipase activity. Is an ortholog of C. elegans R07B7.8.
WBGene00089630	Is predicted to encode a protein with the following domains: HMG (high mobility group) box; High mobility group box domain; and High mobility group box domain superfamily.
WBGene00089631	none available
WBGene00089632	none available
WBGene00089633	Is predicted to encode a protein with the following domains: F-box domain; F-box domain; Leucine-rich repeat domain superfamily; and F-box-like domain superfamily.
WBGene00089634	none available
WBGene00089635	Predicted to enable GTPase regulator activity. Is an ortholog of C. elegans ags-3 and chrX_pilon.g19052. In C. elegans, ags-3 is involved in regulation of feeding behavior.
WBGene00089636	none available
WBGene00089637	none available
WBGene00089638	none available
WBGene00089639	none available
WBGene00089640	none available
WBGene00089641	none available
WBGene00089642	none available
WBGene00089643	none available
WBGene00089644	none available
WBGene00089645	none available
WBGene00089646	Predicted to enable acetylglucosaminyltransferase activity. Predicted to be involved in protein glycosylation. Predicted to be located in endoplasmic reticulum. Is an ortholog of C. elegans serp-1.1.
WBGene00089647	none available
WBGene00089648	none available
WBGene00089649	Is predicted to encode a protein with the following domains: RWD domain; RWD domain; Ubiquitin-conjugating enzyme/RWD-like; and RWD domain-containing protein 4.
WBGene00089650	Is predicted to encode a protein with the following domains: Thrombospondin type 1 domain; Thrombospondin type-1 (TSP1) repeat; and Thrombospondin type-1 (TSP1) repeat superfamily. Is an ortholog of C. elegans T21B6.3.
WBGene00089651	none available
WBGene00089652	Is an ortholog of C. elegans C39D10.6.
WBGene00089653	Predicted to enable acyltransferase activity, transferring groups other than amino-acyl groups.
WBGene00089654	Predicted to enable carbohydrate binding activity and hydrolase activity, hydrolyzing O-glycosyl compounds. Predicted to be involved in carbohydrate metabolic process. Is an ortholog of C. elegans aagr-2; chrII_pilon.g4365; and chrV_pilon.g16287. In C. elegans, aagr-2 is involved in glycogen catabolic process.
WBGene00089655	none available
WBGene00089656	none available
WBGene00089657	none available
WBGene00089658	none available
WBGene00089659	none available
WBGene00089660	none available
WBGene00089661	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans rpl-20.
WBGene00089662	none available
WBGene00089663	none available
WBGene00089664	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrX_pilon.g19902 and mig-15. In C. elegans, mig-15 is involved in several processes, including body morphogenesis; dorsal/ventral axon guidance; and regulation of GABAergic synaptic transmission.
WBGene00089665	none available
WBGene00089666	Is predicted to encode a protein with the following domains: Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; Ribosomal protein L7A/L8; Ribosomal protein L7Ae/L30e/S12e/Gadd45; and 50S ribosomal protein L30e-like. Is an ortholog of C. elegans rpl-7A.
WBGene00089667	none available
WBGene00089668	none available
WBGene00089669	none available
WBGene00089670	none available
WBGene00089671	Is predicted to encode a protein with the following domains: F-box associated region; F-box associated (FBA) domain; Galactose-binding-like domain superfamily; F-box-like domain superfamily; and F-box only protein. Is an ortholog of C. elegans C14B1.3.
WBGene00089672	none available
WBGene00089673	none available
WBGene00089674	Is predicted to encode a protein with the following domains: Double-stranded RNA binding motif and Double-stranded RNA-binding domain. Is an ortholog of C. elegans chrX_pilon.g18369; chrX_pilon.g18370; and stau-1. In C. elegans, stau-1 is involved in germ cell development and negative regulation of RNA interference.
WBGene00089675	none available
WBGene00089676	Is an ortholog of C. elegans C39B10.1 and chrX_pilon.g19907.
WBGene00089677	none available
WBGene00089678	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Str and 7TM GPCR, serpentine receptor class r (Str). Is an ortholog of C. elegans bbln-1.
WBGene00089679	none available
WBGene00089680	Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Str and 7TM GPCR, serpentine receptor class r (Str). Is an ortholog of C. elegans C04C3.7.
WBGene00089681	none available
WBGene00089682	Predicted to enable acyltransferase activity, transferring groups other than amino-acyl groups.
WBGene00089683	none available
WBGene00089684	none available
WBGene00089685	Predicted to enable channel activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans aqp-3. In C. elegans, aqp-3 is involved in glycerol transport and water transport.
WBGene00089686	none available
WBGene00089687	none available
WBGene00089688	none available
WBGene00089689	none available
WBGene00089690	none available
WBGene00089691	none available
WBGene00089692	none available
WBGene00089693	none available
WBGene00089694	none available
WBGene00089695	none available
WBGene00089696	none available
WBGene00089697	none available
WBGene00089698	none available
WBGene00089699	none available
WBGene00089700	none available
WBGene00089701	Is predicted to encode a protein with the following domains: Ankyrin repeats (3 copies); Ankyrin repeat; Ankyrin repeat-containing domain; and Ankyrin repeat-containing domain superfamily. Is an ortholog of C. elegans chrI_pilon.g1882 and ikb-1. In C. elegans, ikb-1 is involved in defense response to Gram-negative bacterium.
WBGene00089702	none available
WBGene00089703	Predicted to enable hexosyltransferase activity and nucleic acid binding activity. Predicted to be involved in protein glycosylation. Predicted to be located in membrane. Is an ortholog of C. elegans B0024.15; K03H6.4; and chrV_pilon.g15478.
WBGene00089704	none available
WBGene00089705	none available
WBGene00089706	none available
WBGene00089707	Predicted to be integral component of membrane. Is an ortholog of C. elegans K03H6.4.
WBGene00089708	none available
WBGene00089709	Is predicted to encode a protein with the following domains: MBOAT, membrane-bound O-acyltransferase family and Membrane bound O-acyl transferase, MBOAT. Is an ortholog of C. elegans mboa-3.
WBGene00089710	Predicted to enable endonuclease activity. Predicted to be involved in DNA repair. Is an ortholog of C. elegans com-1.
WBGene00089711	Predicted to enable sodium channel activity. Predicted to be involved in sodium ion transport. Predicted to be located in membrane. Is an ortholog of C. elegans del-1.
WBGene00089712	Is an ortholog of C. elegans T19D2.3.
WBGene00089713	Predicted to enable acyltransferase activity. Is an ortholog of C. elegans B0395.3.
WBGene00089714	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II.
WBGene00089715	none available
WBGene00089716	Is predicted to encode a protein with the following domains: BRICHOS domain; BRICHOS domain; and Integral membrane protein 2. Is an ortholog of C. elegans C25F6.7.
WBGene00089717	none available
WBGene00089718	Is predicted to encode a protein with the following domains: Filamin/ABP280 repeat; Calponin homology (CH) domain; Filamin/ABP280 repeat; Calponin homology domain; Immunoglobulin-like fold; Immunoglobulin E-set; Filamin/ABP280 repeat-like; and CH domain superfamily. Is an ortholog of C. elegans chrX_pilon.g19739 and fln-2.
WBGene00089719	none available
WBGene00089720	none available
WBGene00089721	none available
WBGene00089722	none available
WBGene00089723	Is predicted to encode a protein with the following domains: MBOAT, membrane-bound O-acyltransferase family and Membrane bound O-acyl transferase, MBOAT. Is an ortholog of C. elegans mboa-3.
WBGene00089724	none available
WBGene00089725	Predicted to enable chitin binding activity. Predicted to be located in extracellular region. Is an ortholog of C. elegans T10E10.4.
WBGene00089726	none available
WBGene00089727	Is predicted to encode a protein with the following domains: FUN14 family and FUN14. Is an ortholog of C. elegans dhs-30.
WBGene00089728	none available
WBGene00089729	none available
WBGene00089730	none available
WBGene00089731	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans mrpl-23.
WBGene00089732	none available
WBGene00089733	none available
WBGene00089734	Predicted to enable UDP-glucose:glycoprotein glucosyltransferase activity. Predicted to be involved in protein glycosylation. Is an ortholog of C. elegans cdk-8.
WBGene00089735	none available
WBGene00089736	none available
WBGene00089737	none available
WBGene00089738	Predicted to be integral component of membrane. Is an ortholog of C. elegans ptr-5. In C. elegans, ptr-5 is involved in molting cycle.
WBGene00089739	none available
WBGene00089740	none available
WBGene00089741	none available
WBGene00089742	Predicted to enable protein heterodimerization activity. Is an ortholog of C. elegans T26A5.8.
WBGene00089743	Predicted to enable proton transmembrane transporter activity. Predicted to be involved in ATP synthesis coupled proton transport. Predicted to be part of mitochondrial proton-transporting ATP synthase complex, coupling factor F(o). Is an ortholog of C. elegans asb-1 and asb-2.
WBGene00089744	none available
WBGene00089745	Is predicted to encode a protein with the following domains: SET domain and SET domain.
WBGene00089746	none available
WBGene00089747	none available
WBGene00089748	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans F43B10.1 and chrX_pilon.g20903.
WBGene00089749	Is predicted to encode a protein with the following domain: MFS transporter superfamily. Is an ortholog of C. elegans slcr-46.1.
WBGene00089750	none available
WBGene00089751	Is predicted to encode a protein with the following domains: Zinc finger C2H2-type and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans F26A10.2.
WBGene00089752	none available
WBGene00089753	none available
WBGene00089754	none available
WBGene00089755	none available
WBGene00089756	Is an ortholog of C. elegans crb-3.
WBGene00089757	none available
WBGene00089758	none available
WBGene00089759	none available
WBGene00089760	none available
WBGene00089761	none available
WBGene00089762	Predicted to enable sequence-specific DNA binding activity and zinc ion binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans end-1 and chrV_pilon.g15201 and members of the C. elegans grd gene class including grd-6. In C. elegans, end-1 is involved in endodermal cell fate specification and positive regulation of transcription by RNA polymerase II.
WBGene00089763	none available
WBGene00089764	none available
WBGene00089765	none available
WBGene00089766	Predicted to enable nucleic acid binding activity. Is an ortholog of C. elegans alg-1. In C. elegans, alg-1 is involved in several processes, including gene silencing by RNA; hermaphrodite genitalia development; and vulval development.
WBGene00089767	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Is an ortholog of C. elegans end-3 and chrIV_pilon.g11360 and members of the C. elegans elt gene class including elt-1. In C. elegans, end-3 is involved in endodermal cell fate specification and mesodermal cell fate specification.
WBGene00089768	none available
WBGene00089769	Predicted to enable GTP binding activity and GTPase activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule-based process. Predicted to be located in microtubule. Is an ortholog of C. elegans tba-1; tba-2; and tba-4. In C. elegans, tba-1 is involved in embryo development; establishment of mitotic spindle orientation; and regulation of cytokinesis.
WBGene00089770	Predicted to enable GTP binding activity; GTPase activity; and translation elongation factor activity. Predicted to be involved in translational elongation. Is an ortholog of C. elegans gfm-1.
WBGene00089771	Predicted to enable RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be part of transcription regulator complex. Is an ortholog of C. elegans chrII_pilon.g6359 and efl-2.
WBGene00089772	Predicted to be involved in intracellular protein transport. Predicted to be part of BLOC-1 complex.
WBGene00089773	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome.
WBGene00089774	none available
WBGene00089775	Predicted to be involved in transcription by RNA polymerase I.
WBGene00089776	none available
WBGene00089777	none available
WBGene00089778	none available
WBGene00089779	Is predicted to encode a protein with the following domains: BAT2 N-terminus and BAT2, N-terminal.
WBGene00089780	none available
WBGene00089781	none available
WBGene00089782	Predicted to enable O-acyltransferase activity. Is an ortholog of C. elegans mboa-1.
WBGene00089783	Predicted to enable catalytic activity and chitin binding activity. Predicted to be involved in carbohydrate metabolic process. Is an ortholog of C. elegans chrX_pilon.g19087 and lgx-1.
WBGene00089784	none available
WBGene00089785	none available
WBGene00089786	Predicted to enable G-protein beta-subunit binding activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be part of heterotrimeric G-protein complex. Is an ortholog of C. elegans gpc-1. In C. elegans, gpc-1 is involved in sensory perception of taste.
WBGene00089787	Is predicted to encode a protein with the following domains: PAS domain and PAS domain superfamily.
WBGene00089788	none available
WBGene00089789	Predicted to enable hydrolase activity. Predicted to be involved in lipid catabolic process. Is an ortholog of C. elegans cng-1. In C. elegans, cng-1 is involved in negative regulation of cGMP-mediated signaling; response to oxygen levels; and sensory perception.
WBGene00089790	none available
WBGene00089791	none available
WBGene00089792	Predicted to enable neuropeptide hormone activity. Is an ortholog of C. elegans nlp-14. In C. elegans, nlp-14 is involved in cellular response to carbon dioxide and negative regulation of pharyngeal pumping.
WBGene00089793	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in proteolysis.
WBGene00089794	none available
WBGene00089795	none available
WBGene00089796	Predicted to enable guanyl-nucleotide exchange factor activity. Is an ortholog of C. elegans pix-1. In C. elegans, pix-1 is involved in gonad morphogenesis; inductive cell migration; and neuron migration.
WBGene00089797	Predicted to enable ATP binding activity and nucleic acid binding activity. Is an ortholog of C. elegans inf-1.
WBGene00089798	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans chrII_pilon.g4338 and tbck-1.
WBGene00089799	none available
WBGene00089800	none available
WBGene00089801	none available
WBGene00089802	Is predicted to encode a protein with the following domains: Ecdysteroid kinase-like family; Ecdysteroid kinase-like; Protein kinase-like domain superfamily; CHK kinase-like; and Warthog protein 3/5. Is an ortholog of C. elegans chrX_pilon.g18469 and wrt-9.
WBGene00089803	none available
WBGene00089804	none available
WBGene00089805	Is predicted to encode a protein with the following domains: Domain of unknown function (DUF1736); Tetratricopeptide repeat; Tetratricopeptide repeat; Tetratricopeptide-like helical domain superfamily; Protein O-mannosyl-transferase TMTC, DUF1736; and Tetratricopeptide repeat. Is an ortholog of C. elegans F38B6.6 and chrX_pilon.g19283.
WBGene00089806	none available
WBGene00089807	Predicted to enable calcium ion binding activity and hydrolase activity. Is an ortholog of C. elegans F26B1.5; F42G8.8; and F49E11.7.
WBGene00089808	none available
WBGene00089809	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans srsx-1 and srsx-2.
WBGene00089810	Predicted to be integral component of plasma membrane. Is an ortholog of C. elegans chrX_pilon.g18393 and tmc-1. In C. elegans, tmc-1 is involved in detection of stimulus involved in sensory perception; ion transmembrane transport; and sensory perception of chemical stimulus.
WBGene00089811	Predicted to be integral component of plasma membrane. Is an ortholog of C. elegans tmc-1. In C. elegans, tmc-1 is involved in detection of stimulus involved in sensory perception; ion transmembrane transport; and sensory perception of chemical stimulus.
WBGene00089812	Predicted to enable DNA binding activity. Is an ortholog of C. elegans alr-1.
WBGene00089813	none available
WBGene00089814	Is predicted to encode a protein with the following domains: Phosphotyrosine interaction domain (PTB/PID); PTB/PI domain; and PH-like domain superfamily.
WBGene00089815	Is predicted to encode a protein with the following domain: von Willebrand factor A-like domain superfamily. Is an ortholog of C. elegans F27D9.13; F27D9.7; and chrX_pilon.g19447.
WBGene00089816	none available
WBGene00089817	none available
WBGene00089818	Predicted to enable DNA-binding transcription factor activity; sequence-specific DNA binding activity; and zinc ion binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans fax-1. In C. elegans, fax-1 is involved in several processes, including neuron differentiation; positive regulation of transcription by RNA polymerase II; and regulation of locomotion.
WBGene00089819	none available
WBGene00089820	Predicted to enable serine-type endopeptidase inhibitor activity. Is an ortholog of C. elegans C34F6.1.
WBGene00089821	none available
WBGene00089822	Predicted to enable DNA-binding transcription factor activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans Y87G2A.18.
WBGene00089823	none available
WBGene00089824	none available
WBGene00089825	Predicted to enable ATP binding activity. Is an ortholog of C. elegans qua-1. In C. elegans, qua-1 is involved in molting cycle and nematode larval development.
WBGene00089826	none available
WBGene00089827	Predicted to enable glutathione peroxidase activity. Predicted to be involved in response to oxidative stress. Is an ortholog of C. elegans chrIV_pilon.g11018 and gpx-6.
WBGene00089828	none available
WBGene00089829	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans Y73B3A.16; chrX_pilon.g20555; and madd-3.
WBGene00089830	Is an ortholog of C. elegans T24H7.2 and madd-3.
WBGene00089831	none available
WBGene00089832	none available
WBGene00089833	Predicted to enable chloride channel activity.
WBGene00089834	none available
WBGene00089835	none available
WBGene00089836	none available
WBGene00089837	none available
WBGene00089838	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Is an ortholog of C. elegans mct-6; mct-5; and chrX_pilon.g20917.
WBGene00089839	none available
WBGene00089840	Is predicted to encode a protein with the following domains: Thioredoxin-like; UBA-like domain; UBX domain; UBX domain; UAS; Ubiquitin-like domain superfamily; and Thioredoxin-like superfamily.
WBGene00089841	none available
WBGene00089842	none available
WBGene00089843	none available
WBGene00089844	none available
WBGene00089845	Is an ortholog of C. elegans C47E8.1.
WBGene00089846	none available
WBGene00089847	none available
WBGene00089848	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane.
WBGene00089849	none available
WBGene00089850	Predicted to be a structural constituent of cuticle. Is an ortholog of C. elegans col-174 and col-186.
WBGene00089851	none available
WBGene00089852	Is predicted to encode a protein with the following domains: Regulator of G protein signaling domain; RGS domain; and RGS domain superfamily. Is an ortholog of C. elegans rgs-1 and rgs-2. In C. elegans, rgs-1 is involved in chemosensory behavior and sensory perception of bitter taste.
WBGene00089853	none available
WBGene00089854	none available
WBGene00089855	none available
WBGene00089856	none available
WBGene00089857	none available
WBGene00089858	none available
WBGene00089859	none available
WBGene00089860	Is predicted to encode a protein with the following domain: Proline-rich membrane anchor 1.
WBGene00089861	none available
WBGene00089862	none available
WBGene00089863	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; G-protein beta WD-40 repeat; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans wdr-5.1. In C. elegans, wdr-5.1 is involved in several processes, including determination of adult lifespan; histone H3-K4 methylation; and transdifferentiation.
WBGene00089864	Predicted to be a structural constituent of cuticle. Is an ortholog of C. elegans col-167; col-166; and col-180.
WBGene00089865	Is predicted to encode a protein with the following domain: Dimethylarginine dimethylaminohydrolase.
WBGene00089866	none available
WBGene00089867	none available
WBGene00089868	none available
WBGene00089869	Predicted to enable serine-type carboxypeptidase activity. Predicted to be involved in proteolysis. Is an ortholog of C. elegans chrIII_pilon.g7981 and ctsa-4.2.
WBGene00089870	none available
WBGene00089871	Predicted to enable iron ion binding activity and oxidoreductase activity. Predicted to be involved in lipid biosynthetic process. Is an ortholog of C. elegans agmo-1.
WBGene00089872	none available
WBGene00089873	none available
WBGene00089874	none available
WBGene00089875	none available
WBGene00089876	none available
WBGene00089877	none available
WBGene00089878	none available
WBGene00089879	none available
WBGene00089880	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; LisH; WD40 repeat; LIS1 homology motif; WD40/YVTN repeat-like-containing domain superfamily; G-protein beta WD-40 repeat; and WD40-repeat-containing domain superfamily.
WBGene00089881	none available
WBGene00089882	Is predicted to encode a protein with the following domains: Ion channel regulatory protein UNC-93; Ion channel regulatory protein, UNC-93; and MFS transporter superfamily.
WBGene00089883	none available
WBGene00089884	Predicted to enable protein dimerization activity. Predicted to be involved in transcription, DNA-templated. Is an ortholog of C. elegans rpb-11.
WBGene00089885	none available
WBGene00089886	none available
WBGene00089887	Predicted to enable extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of C. elegans lgc-21.
WBGene00089888	none available
WBGene00089889	none available
WBGene00089890	Predicted to enable ATP binding activity. Is an ortholog of C. elegans abcf-1.
WBGene00089891	Predicted to enable snoRNA binding activity. Predicted to be involved in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Is an ortholog of C. elegans F26A3.7.
WBGene00089892	Predicted to enable ATP binding activity and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of C. elegans cst-1 and cst-2.
WBGene00089893	none available
WBGene00089894	none available
WBGene00089895	none available
WBGene00089896	Predicted to enable FAD binding activity and acyl-CoA oxidase activity. Predicted to be involved in fatty acid beta-oxidation. Predicted to be located in peroxisome. Is an ortholog of C. elegans acox-1.6.
WBGene00089897	none available
WBGene00089898	none available
WBGene00089899	none available
WBGene00089900	Predicted to enable double-stranded DNA binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans C50F4.12.
WBGene00089901	none available
WBGene00089902	Predicted to enable 5'-3' DNA helicase activity; ATP binding activity; and phosphomannomutase activity. Predicted to be involved in GDP-mannose biosynthetic process. Predicted to be part of Ino80 complex; NuA4 histone acetyltransferase complex; and R2TP complex. Is an ortholog of C. elegans ruvb-1. In C. elegans, ruvb-1 is involved in several processes, including TOR signaling; box C/D snoRNP assembly; and positive regulation of translation.
WBGene00089903	Is predicted to encode a protein with the following domains: TLD and TLDc domain. Is an ortholog of C. elegans eak-7.
WBGene00089904	none available
