stable_id	description
WBGene00220503	Is affected by ivermectin based on RNA-seq studies. Is an ortholog of O. volvulus OVOC3989.
WBGene00220504	Predicted to enable potassium channel activity. Predicted to be involved in potassium ion transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrX_pilon.g19671 and twk-18. In C. elegans, twk-18 is involved in locomotion; muscle contraction; and potassium ion transport.
WBGene00220505	none available
WBGene00220506	none available
WBGene00220507	Is an ortholog of O. volvulus OVOC11406.
WBGene00220508	none available
WBGene00220509	none available
WBGene00220510	none available
WBGene00220511	Is affected by ivermectin based on RNA-seq studies. Is an ortholog of O. volvulus OVOC7584.
WBGene00220512	none available
WBGene00220513	none available
WBGene00220514	Is an ortholog of O. volvulus OVOC9809.
WBGene00220515	Is affected by ivermectin based on RNA-seq studies. Is predicted to encode a protein with the following domains: Domain of unknown function (DUF4773) and Domain of unknown function DUF4773. Is an ortholog of C. elegans C09D4.2 and chrI_pilon.g929.
WBGene00220516	Enriched in reproductive tract based on proteomic studies.
WBGene00220517	none available
WBGene00220518	none available
WBGene00220519	Is an ortholog of O. volvulus OVOC13452.
WBGene00220520	none available
WBGene00220521	none available
WBGene00220522	Is predicted to encode a protein with the following domain: Zinc finger C2H2-type.
WBGene00220523	none available
WBGene00220524	none available
WBGene00220525	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans chrII_pilon.g4084.
WBGene00220526	none available
WBGene00220527	Is an ortholog of O. volvulus OVOC3206.
WBGene00220528	none available
WBGene00220529	Is an ortholog of O. volvulus OVOC2454.
WBGene00220530	none available
WBGene00220531	Is predicted to encode a protein with the following domains: SYF2 splicing factor and mRNA splicing factor SYF2. Is an ortholog of C. elegans chrIII_pilon.g8092 and syf-2.
WBGene00220532	Is predicted to encode a protein with the following domains: Caenorhabditis serpentine receptor-like protein, class xa and 7TM GPCR, serpentine receptor class xa (Srxa). Is an ortholog of O. volvulus OVOC11302.
WBGene00220533	Is an ortholog of O. volvulus OVOC12207.
WBGene00220534	none available
WBGene00220535	none available
WBGene00220536	none available
WBGene00220537	none available
WBGene00220538	none available
WBGene00220539	Is affected by ivermectin based on RNA-seq studies.
WBGene00220540	none available
WBGene00220541	none available
WBGene00220542	none available
WBGene00220543	none available
WBGene00220544	Predicted to enable ubiquitin-protein transferase activity. Predicted to be involved in interstrand cross-link repair and protein ubiquitination. Predicted to be located in nucleus. Is an ortholog of O. volvulus OVOC9242.
WBGene00220545	none available
WBGene00220546	none available
WBGene00220547	none available
WBGene00220548	none available
WBGene00220549	Is predicted to encode a protein with the following domains: NAD(P)-binding Rossmann-like domain and FAD/NAD(P)-binding domain superfamily. Is an ortholog of C. elegans F37C4.6 and chrIV_pilon.g10050.
WBGene00220550	none available
WBGene00220551	none available
WBGene00220552	Predicted to be involved in DNA damage checkpoint signaling. Predicted to be part of checkpoint clamp complex. Is an ortholog of C. elegans chrI_pilon.g556 and hus-1. In C. elegans, hus-1 is involved in several processes, including cellular response to DNA damage stimulus; determination of adult lifespan; and telomere maintenance.
WBGene00220553	none available
WBGene00220554	Is predicted to encode a protein with the following domains: Chromadorea ALT protein and Chromadorea ALT. Is an ortholog of O. volvulus OVOC11669 and OVOC11670.
WBGene00220555	none available
WBGene00220556	Is predicted to encode a protein with the following domain: Zinc finger, RING/FYVE/PHD-type.
WBGene00220557	Predicted to enable ribonuclease P RNA binding activity. Predicted to be involved in tRNA 5'-leader removal. Predicted to be part of ribonuclease P complex. Is an ortholog of C. elegans chrIII_pilon.g9038 and popl-5.
WBGene00220558	none available
WBGene00220559	none available
WBGene00220560	none available
WBGene00220561	none available
WBGene00220562	none available
WBGene00220563	Is predicted to encode a protein with the following domain: Small integral membrane protein 7. Is an ortholog of C. elegans Y51H7C.41 and chrII_pilon.g3344.
WBGene00220564	none available
WBGene00220565	none available
WBGene00220566	Is an ortholog of O. volvulus OVOC2595.
WBGene00220567	none available
WBGene00220568	Is predicted to encode a protein with the following domains: PIN domain; PIN domain; and PIN-like domain superfamily. Is an ortholog of O. volvulus OVOC4219.
WBGene00220569	none available
WBGene00220570	none available
WBGene00220571	none available
WBGene00220572	none available
WBGene00220573	Predicted to be involved in transmembrane transport.
WBGene00220574	none available
WBGene00220575	none available
WBGene00220576	Is an ortholog of C. elegans chrIV_pilon.g12149 and txt-19.
WBGene00220577	none available
WBGene00220578	none available
WBGene00220579	Is an ortholog of O. volvulus OVOC4613.
WBGene00220580	none available
WBGene00220581	none available
WBGene00220582	none available
WBGene00220583	none available
WBGene00220584	Is an ortholog of O. volvulus OVOC4569.
WBGene00220585	Is affected by ivermectin based on RNA-seq studies. Is predicted to encode a protein with the following domains: Protein of unknown function (DUF2650) and Protein SUP-1-like. Is an ortholog of O. volvulus OVOC4564.
WBGene00220586	none available
WBGene00220587	none available
WBGene00220588	Predicted to enable glutathione oxidoreductase activity. Is an ortholog of O. volvulus OVOC4502.
WBGene00220589	none available
WBGene00220590	Is an ortholog of O. volvulus OVOC4481.
WBGene00220591	none available
WBGene00220592	none available
WBGene00220593	none available
WBGene00220594	Is an ortholog of O. volvulus OVOC12626.
WBGene00220595	none available
WBGene00220596	none available
WBGene00220597	none available
WBGene00220598	Is affected by ivermectin based on RNA-seq studies. Is an ortholog of O. volvulus OVOC2743.
WBGene00220599	none available
WBGene00220600	none available
WBGene00220601	Is an ortholog of O. volvulus OVOC7779.
WBGene00220602	none available
WBGene00220603	none available
WBGene00220604	none available
WBGene00220605	none available
WBGene00220606	none available
WBGene00220607	none available
WBGene00220608	Predicted to enable ATP binding activity; glutamate-tRNA ligase activity; and tRNA binding activity. Predicted to be involved in glutamyl-tRNA aminoacylation. Is an ortholog of C. elegans chrIV_pilon.g9497 and ears-2.
WBGene00220609	Predicted to enable protein tyrosine/serine/threonine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans C16A3.2 and chrIII_pilon.g7928.
WBGene00220610	Is predicted to encode a protein with the following domains: Sushi repeat (SCR repeat); Sushi/SCR/CCP domain; and Sushi/SCR/CCP superfamily. Is an ortholog of O. volvulus OVOC3339.
WBGene00220611	none available
WBGene00220612	none available
WBGene00220613	none available
WBGene00220614	none available
WBGene00220615	Is predicted to encode a protein with the following domains: Protein of unknown function (DUF1242) and Protein kish. Is an ortholog of C. elegans chrIV_pilon.g12285 and popl-7.
WBGene00220616	none available
WBGene00220617	none available
WBGene00220618	Is predicted to encode a protein with the following domains: C-type lectin-like/link domain superfamily and C-type lectin fold. Is an ortholog of O. volvulus OVOC214 and OVOC232.
WBGene00220619	Predicted to enable NADH dehydrogenase (ubiquinone) activity. Is an ortholog of O. volvulus OVOC12634.
WBGene00220620	Is predicted to encode a protein with the following domains: P21-Rho-binding domain; CRIB domain; and CRIB domain superfamily.
WBGene00220621	Predicted to enable ABC-type transporter activity and ATP binding activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. Is an ortholog of O. volvulus OVOC9274.
WBGene00220622	none available
WBGene00220623	none available
WBGene00220624	Is an ortholog of C. elegans T05H10.3 and chrII_pilon.g5148.
WBGene00220625	none available
WBGene00220626	none available
WBGene00220627	Predicted to enable cysteine-type endopeptidase inhibitor activity. Is an ortholog of O. volvulus OVOC7188.
WBGene00220628	Predicted to enable cysteine-type endopeptidase inhibitor activity. Is an ortholog of O. volvulus OVOC7187.
WBGene00220629	none available
WBGene00220630	none available
WBGene00220631	none available
WBGene00220632	none available
WBGene00220633	none available
WBGene00220634	none available
WBGene00220635	none available
WBGene00220636	Is an ortholog of O. volvulus OVOC11083.
WBGene00220637	none available
WBGene00220638	Is an ortholog of O. volvulus OVOC309 and OVOC400.
WBGene00220639	none available
WBGene00220640	none available
WBGene00220641	none available
WBGene00220642	none available
WBGene00220643	none available
WBGene00220644	none available
WBGene00220645	Is an ortholog of O. volvulus OVOC3719.
WBGene00220646	none available
WBGene00220647	none available
WBGene00220648	none available
WBGene00220649	none available
WBGene00220650	none available
WBGene00220651	none available
WBGene00220652	Is affected by ivermectin based on RNA-seq studies. Is an ortholog of O. volvulus OVOC3007.
WBGene00220653	none available
WBGene00220654	Is an ortholog of O. volvulus OVOC2997.
WBGene00220655	Predicted to be involved in DNA replication. Predicted to be located in nucleus. Predicted to be part of delta DNA polymerase complex. Is an ortholog of O. volvulus OVOC2982.
WBGene00220656	none available
WBGene00220657	none available
WBGene00220658	none available
WBGene00220659	Predicted to be involved in mitotic chromosome condensation. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIII_pilon.g8939 and dpy-28. In C. elegans, dpy-28 is involved in meiotic sister chromatid segregation; mitotic sister chromatid segregation; and negative regulation of reciprocal meiotic recombination.
WBGene00220660	none available
WBGene00220661	none available
WBGene00220662	none available
WBGene00220663	none available
WBGene00220664	Is affected by ivermectin based on RNA-seq studies.
WBGene00220665	Is an ortholog of O. volvulus OVOC9543.
WBGene00220666	Predicted to be a structural constituent of nuclear pore. Predicted to be part of nuclear pore. Is an ortholog of C. elegans chrI_pilon.g580 and npp-11. In C. elegans, npp-11 is involved in embryo development; establishment of mitotic spindle orientation; and nucleus organization.
WBGene00220667	none available
WBGene00220668	none available
WBGene00220669	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrII_pilon.g4938 and rpl-33.
WBGene00220670	none available
WBGene00220671	none available
WBGene00220672	none available
WBGene00220673	none available
WBGene00220674	none available
WBGene00220675	none available
WBGene00220676	Is affected by ivermectin based on RNA-seq studies.
WBGene00220677	none available
WBGene00220678	Is predicted to encode a protein with the following domain: Zinc finger C2H2-type. Is an ortholog of O. volvulus OVOC13390.
WBGene00220679	Predicted to enable NAD+ binding activity. Is an ortholog of C. elegans chrIV_pilon.g11579; chrIV_pilon.g12097; and sir-2.1. In C. elegans, sir-2.1 is involved in several processes, including determination of adult lifespan; histone modification; and intrinsic apoptotic signaling pathway in response to DNA damage.
WBGene00220680	none available
WBGene00220681	none available
WBGene00220682	none available
WBGene00220683	none available
WBGene00220684	none available
WBGene00220685	none available
WBGene00220686	none available
WBGene00220687	none available
WBGene00220688	Is an ortholog of O. volvulus OVOC4332.
WBGene00220689	none available
WBGene00220690	none available
WBGene00220691	none available
WBGene00220692	none available
WBGene00220693	none available
WBGene00220694	Predicted to enable calcium ion binding activity and unfolded protein binding activity. Predicted to be involved in protein folding. Predicted to be located in endoplasmic reticulum.
WBGene00220695	none available
WBGene00220696	none available
WBGene00220697	none available
WBGene00220698	Is an ortholog of O. volvulus OVOC11120.
WBGene00220699	none available
WBGene00220700	none available
WBGene00220701	none available
WBGene00220702	none available
WBGene00220703	none available
WBGene00220704	Is an ortholog of O. volvulus OVOC3534.
WBGene00220705	none available
WBGene00220706	Is predicted to encode a protein with the following domains: Autophagy protein Atg8 ubiquitin like; Autophagy protein Atg8 ubiquitin-like; and Ubiquitin-like domain superfamily. Is an ortholog of C. elegans chrII_pilon.g4744 and lgg-1. In C. elegans, lgg-1 is involved in several processes, including defense response to other organism; plasma membrane repair; and positive regulation of autophagosome assembly.
WBGene00220707	Is an ortholog of O. volvulus OVOC13474.
WBGene00220708	none available
WBGene00220709	none available
WBGene00220710	none available
WBGene00220711	none available
WBGene00220712	Is predicted to encode a protein with the following domains: BLOC-1-related complex sub-unit 7 and BLOC-1-related complex subunit 7. Is an ortholog of O. volvulus OVOC5521.
WBGene00220713	none available
WBGene00220714	Is an ortholog of O. volvulus OVOC9204.
WBGene00220715	none available
WBGene00220716	none available
WBGene00220717	none available
WBGene00220718	none available
WBGene00220719	none available
WBGene00220720	Is an ortholog of O. volvulus OVOC3682 and OVOC5987.
WBGene00220721	Is an ortholog of O. volvulus OVOC3682 and OVOC5987.
WBGene00220722	Is an ortholog of O. volvulus OVOC3682 and OVOC5987.
WBGene00220723	none available
WBGene00220724	none available
WBGene00220725	none available
WBGene00220726	none available
WBGene00220727	none available
WBGene00220728	none available
WBGene00220729	none available
WBGene00220730	none available
WBGene00220731	none available
WBGene00220732	none available
WBGene00220733	none available
WBGene00220734	none available
WBGene00220735	Predicted to be located in mitochondrial membrane. Is an ortholog of C. elegans cox-16. In C. elegans, cox-16 is involved in mitochondrial cytochrome c oxidase assembly.
WBGene00220736	Is an ortholog of O. volvulus OVOC6844.
WBGene00220737	Is an ortholog of O. volvulus OVOC6839.
WBGene00220738	none available
WBGene00220739	none available
WBGene00220740	none available
WBGene00220741	none available
WBGene00220742	none available
WBGene00220743	Predicted to enable mRNA binding activity.
WBGene00220744	none available
WBGene00220745	Is an ortholog of O. volvulus OVOC6586.
WBGene00220746	Is affected by ivermectin based on RNA-seq studies.
WBGene00220747	none available
WBGene00220748	Is an ortholog of O. volvulus OVOC6613.
WBGene00220749	Predicted to enable nucleotide binding activity. Predicted to be part of RecQ family helicase-topoisomerase III complex. Is an ortholog of C. elegans chrI_pilon.g951 and rmh-1.
WBGene00220750	Predicted to be integral component of membrane. Is an ortholog of C. elegans M176.11 and chrII_pilon.g5486.
WBGene00220751	none available
WBGene00220752	none available
WBGene00220753	Predicted to enable ATP binding activity and nucleic acid binding activity. Is an ortholog of O. volvulus OVOC6668.
WBGene00220754	none available
WBGene00220755	none available
WBGene00220756	Is predicted to encode a protein with the following domains: Alcohol dehydrogenase transcription factor Myb/SANT-like; MADF domain; and Transcription factor Adf-1. Is an ortholog of O. volvulus OVOC6720.
WBGene00220757	Predicted to be involved in mitochondrial electron transport, ubiquinol to cytochrome c. Predicted to be part of mitochondrial respiratory chain complex III. Is an ortholog of C. elegans T02H6.11 and chrII_pilon.g3172.
WBGene00220758	none available
WBGene00220759	none available
WBGene00220760	none available
WBGene00220761	Enriched in female based on proteomic studies. Is predicted to encode a protein with the following domains: Repeat in HS1/Cortactin; SH3 domain; SH3 domain; Hs1/Cortactin; and SH3-like domain superfamily. Is an ortholog of O. volvulus OVOC10634.
WBGene00220762	Is predicted to encode a protein with the following domains: Complex 1 protein (LYR family) and Complex 1 LYR protein domain. Is an ortholog of C. elegans F53G2.12.
WBGene00220763	none available
WBGene00220764	none available
WBGene00220765	none available
WBGene00220766	none available
WBGene00220767	none available
WBGene00220768	Predicted to be part of intraciliary transport particle A. Is an ortholog of O. volvulus OVOC10741.
WBGene00220769	none available
WBGene00220770	Is predicted to encode a protein with the following domains: LIM domain and Zinc finger, LIM-type. Is an ortholog of O. volvulus OVOC6559.
WBGene00220771	none available
WBGene00220772	none available
WBGene00220773	none available
WBGene00220774	none available
WBGene00220775	none available
WBGene00220776	none available
WBGene00220777	none available
WBGene00220778	none available
WBGene00220779	none available
WBGene00220780	none available
WBGene00220781	none available
WBGene00220782	none available
WBGene00220783	Predicted to enable DNA binding activity. Is an ortholog of C. elegans chrV_pilon.g16510 and unc-39. In C. elegans, unc-39 is involved in several processes, including generation of neurons; oviposition; and regulation of locomotion.
WBGene00220784	none available
WBGene00220785	none available
WBGene00220786	none available
WBGene00220787	Is an ortholog of O. volvulus OVOC560.
WBGene00220788	none available
WBGene00220789	none available
WBGene00220790	none available
WBGene00220791	Is affected by ivermectin based on RNA-seq studies.
WBGene00220792	none available
WBGene00220793	none available
WBGene00220794	Is an ortholog of O. volvulus OVOC11461.
WBGene00220795	none available
WBGene00220796	none available
WBGene00220797	none available
WBGene00220798	none available
WBGene00220799	none available
WBGene00220800	none available
WBGene00220801	Is an ortholog of O. volvulus OVOC11034.
WBGene00220802	Is an ortholog of O. volvulus OVOC2059.
WBGene00220803	none available
WBGene00220804	none available
WBGene00220805	none available
WBGene00220806	Is an ortholog of O. volvulus OVOC2710.
WBGene00220807	none available
WBGene00220808	none available
WBGene00220809	Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Is an ortholog of C. elegans T27A3.5 and chrI_pilon.g1068.
WBGene00220810	none available
WBGene00220811	none available
WBGene00220812	Is predicted to encode a protein with the following domains: Protein of unknown function, DUF273 and Protein of unknown function DUF273. Is an ortholog of C. elegans F56H6.2; F25H2.7; and T08G2.2.
WBGene00220813	none available
WBGene00220814	none available
WBGene00220815	none available
WBGene00220816	none available
WBGene00220817	Predicted to enable damaged DNA binding activity. Predicted to be involved in nucleotide-excision repair. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIV_pilon.g9757 and xpc-1. In C. elegans, xpc-1 is involved in response to UV.
WBGene00220818	none available
WBGene00220819	Is an ortholog of O. volvulus OVOC11185.
WBGene00220820	Is an ortholog of O. volvulus OVOC444.
WBGene00220821	none available
WBGene00220822	none available
WBGene00220823	none available
WBGene00220824	none available
WBGene00220825	Is an ortholog of O. volvulus OVOC10770.
WBGene00220826	none available
WBGene00220827	none available
WBGene00220828	Predicted to be involved in positive regulation of voltage-gated potassium channel activity; regulation of cholinergic synaptic transmission; and sleep. Is an ortholog of O. volvulus OVOC10031 and OVOC11076.
WBGene00220829	Is predicted to encode a protein with the following domains: DnaJ domain; DnaJ domain; and Chaperone J-domain superfamily. Is an ortholog of O. volvulus OVOC12585.
WBGene00220830	none available
WBGene00220831	none available
WBGene00220832	none available
WBGene00220833	none available
WBGene00220834	Is predicted to encode a protein with the following domain: SMAD/FHA domain superfamily. Is an ortholog of O. volvulus OVOC13504.
WBGene00220835	Is an ortholog of O. volvulus OVOC10310.
WBGene00220836	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome.
WBGene00220837	none available
WBGene00220838	none available
WBGene00220839	Is an ortholog of O. volvulus OVOC5974.
WBGene00220840	none available
WBGene00220841	none available
WBGene00220842	none available
WBGene00220843	none available
WBGene00220844	Is an ortholog of O. volvulus OVOC7320 and OVOC7327.
WBGene00220845	none available
WBGene00220846	none available
WBGene00220847	none available
WBGene00220848	none available
WBGene00220849	Is predicted to encode a protein with the following domains: Winged helix-like DNA-binding domain superfamily and Winged helix DNA-binding domain superfamily. Is an ortholog of O. volvulus OVOC7037.
WBGene00220850	none available
WBGene00220851	none available
WBGene00220852	none available
WBGene00220853	none available
WBGene00220854	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of O. volvulus OVOC5862.
WBGene00220855	Is affected by ivermectin based on RNA-seq studies.
WBGene00220856	none available
WBGene00220857	none available
WBGene00220858	none available
WBGene00220859	none available
